scenario,seed,algorithm,date,n_steps,daily_energy_kwh,daily_comfort_deviation_c,daily_comfort_rate_pct,daily_episode_return,daily_peak_simulated_power_w
baseline,43,PPO,2026-05-17,288,1.1259655092592593,0.16082490405422373,99.30555555555556,-93.86757236761635,64.49444444444445
baseline,43,PPO,2026-05-18,288,1.124621875,0.1804329248289025,98.95833333333334,-99.58968235072372,64.49444444444445
baseline,43,PPO,2026-05-19,288,1.166274537037037,0.17684659257805244,98.95833333333334,-102.43181866247892,64.49444444444445
baseline,43,PPO,2026-05-20,283,1.119247337962963,0.21611155720627206,98.23321554770318,-109.68457068937472,64.49444444444445
baseline,43,PPO,2026-05-21,288,1.1179037037037038,0.15952338840121227,99.65277777777779,-92.54273585954903,64.49444444444445
baseline,43,PPO,2026-05-22,288,1.1165600694444446,0.19110953777418838,98.61111111111111,-102.11454687896595,64.49444444444445
baseline,43,PPO,2026-05-23,288,1.1514945601851854,0.20037672044572583,98.61111111111111,-108.03349548836879,64.49444444444445
baseline,43,PPO,2026-05-24,17,0.08330532407407408,1.7697884897295557,64.70588235294117,-35.636404325402445,64.49444444444445
baseline,43,DQN,2026-05-07,283,1.1797108796296298,0.2909107317765391,100.0,-135.47773709276035,64.49444444444445
baseline,43,DQN,2026-05-08,288,1.1179037037037038,0.35474509861736286,98.95833333333334,-149.16658840180006,64.49444444444445
baseline,43,DQN,2026-05-09,288,1.1568690972222222,0.2775696521068569,100.0,-129.9650598067745,64.49444444444445
baseline,43,DQN,2026-05-10,288,1.1394018518518518,0.31110111243997157,99.65277777777779,-138.1971203827116,64.49444444444445
baseline,43,DQN,2026-05-11,283,1.1622436342592593,0.31843903302857396,100.0,-141.64324634708623,64.49444444444445
baseline,43,DQN,2026-05-12,288,1.1179037037037038,0.3454181897630004,98.95833333333334,-146.48043865174384,64.49444444444445
baseline,43,DQN,2026-05-13,288,1.1447763888888889,0.2805944289826983,100.0,-129.71119554701693,64.49444444444445
baseline,43,DQN,2026-05-14,288,1.1313400462962964,0.3332211191554587,98.95833333333334,-144.21768231677177,64.49444444444445
baseline,43,DQN,2026-05-15,283,1.1635872685185187,0.31817635671246286,99.29328621908127,-142.09390894962687,64.49444444444445
baseline,43,DQN,2026-05-16,288,1.1434327546296295,0.379732904141883,97.91666666666666,-159.33807639286204,64.49444444444445
baseline,43,DQN,2026-05-17,288,1.1528381944444446,0.29872348343230815,99.30555555555556,-136.08236322850453,64.49444444444445
baseline,43,DQN,2026-05-18,288,1.124621875,0.3425475492616572,98.95833333333334,-146.27869418735696,64.49444444444445
baseline,43,DQN,2026-05-19,288,1.1689618055555557,0.3574015939877332,98.95833333333334,-154.68165906846696,64.49444444444445
baseline,43,DQN,2026-05-20,283,1.1259655092592593,0.3648141656795711,98.23321554770318,-152.3924088873183,64.49444444444445
baseline,43,DQN,2026-05-21,288,1.1367145833333334,0.3083765370801193,99.65277777777779,-137.16244267907408,64.49444444444445
baseline,43,DQN,2026-05-22,288,1.1394018518518518,0.3578854437868043,98.61111111111111,-152.27100781059934,64.49444444444445
baseline,43,DQN,2026-05-23,288,1.1689618055555557,0.37512891072944843,98.61111111111111,-159.9871262900808,64.49444444444445
baseline,43,DQN,2026-05-24,17,0.08330532407407408,1.8148209717345436,64.70588235294117,-36.401956519487236,64.49444444444445
baseline,44,PPO,2026-05-07,283,1.1595563657407406,0.19234315857420137,100.0,-105.7081138764989,64.49444444444445
baseline,44,PPO,2026-05-08,288,1.0910310185185186,0.20546088889427197,98.95833333333334,-103.67273600155012,64.49444444444445
baseline,44,PPO,2026-05-09,288,1.1273091435185183,0.18765106032967027,100.0,-101.31850537494492,64.49444444444445
baseline,44,PPO,2026-05-10,288,1.1058109953703703,0.17306175894111012,99.65277777777779,-95.31678657503949,64.49444444444445
baseline,44,PPO,2026-05-11,283,1.1541818287037038,0.17341645958384905,100.0,-99.85185806222916,64.49444444444445
baseline,44,PPO,2026-05-12,288,1.104467361111111,0.1881617195736363,98.95833333333334,-99.940575237207,64.49444444444445
baseline,44,PPO,2026-05-13,288,1.1273091435185185,0.15640583931650456,100.0,-92.31988172315315,64.49444444444445
baseline,44,PPO,2026-05-14,288,1.1165600694444444,0.1711808715149414,98.95833333333334,-96.17509099630287,64.49444444444445
baseline,44,PPO,2026-05-15,283,1.1407454861111113,0.2158198206347095,99.29328621908127,-111.0020092396227,64.49444444444445
baseline,44,PPO,2026-05-16,288,1.1071546296296297,0.29227115835866524,97.91666666666666,-130.77409360729536,64.49444444444445
baseline,44,PPO,2026-05-17,288,1.1125291666666668,0.22918881102609762,99.30555555555556,-112.30637757551592,64.49444444444445
baseline,44,PPO,2026-05-18,288,1.1205909722222223,0.1650341036796699,98.95833333333334,-94.77982185974476,64.49444444444445
baseline,44,PPO,2026-05-19,288,1.155525462962963,0.1939127828872712,98.95833333333334,-106.34688147153396,64.49444444444445
baseline,44,PPO,2026-05-20,283,1.1111855324074074,0.23280793575389017,98.23321554770318,-113.6596458183506,64.49444444444445
baseline,44,PPO,2026-05-21,288,1.1179037037037038,0.16438271344039118,99.65277777777779,-93.94222147083266,64.49444444444445
baseline,44,PPO,2026-05-22,288,1.1259655092592593,0.19186129576146213,98.61111111111111,-103.20605317930085,64.49444444444445
baseline,44,PPO,2026-05-23,288,1.1340273148148148,0.2862582935102339,98.61111111111111,-131.14238853094716,64.49444444444445
baseline,44,PPO,2026-05-24,17,0.08196168981481483,1.804521958410123,64.70588235294117,-36.101873292972094,64.49444444444445
baseline,44,DQN,2026-05-07,283,1.1891163194444445,0.18745385395391434,100.0,-107.07444066895755,64.49444444444445
baseline,44,DQN,2026-05-08,288,1.0950619212962964,0.17403641703841888,98.95833333333334,-94.99748810706446,64.49444444444445
baseline,44,DQN,2026-05-09,288,1.1461200231481483,0.15574231131742403,100.0,-93.878785659418,64.49444444444445
baseline,44,DQN,2026-05-10,288,1.1353709490740742,0.18246099200164895,99.65277777777779,-100.77376569647478,64.49444444444445
baseline,44,DQN,2026-05-11,283,1.1703054398148147,0.1756369931955654,100.0,-101.98026907434485,64.49444444444445
baseline,44,DQN,2026-05-12,288,1.1071546296296297,0.15695652267647703,98.95833333333334,-91.20347853082525,64.49444444444445
baseline,44,DQN,2026-05-13,288,1.1434327546296295,0.15446882292404338,100.0,-93.2620210021244,64.49444444444445
baseline,44,DQN,2026-05-14,288,1.1313400462962964,0.1864227125056841,98.95833333333334,-101.93974120163686,64.49444444444445
baseline,44,DQN,2026-05-15,283,1.1689618055555557,0.22139475534659164,99.29328621908127,-115.20471576308526,64.49444444444445
baseline,44,DQN,2026-05-16,288,1.1259655092592593,0.22113241741801948,97.91666666666666,-112.03613621638934,64.49444444444445
baseline,44,DQN,2026-05-17,288,1.1407454861111113,0.18243494004831773,99.30555555555556,-101.46626273391536,64.49444444444445
baseline,44,DQN,2026-05-18,288,1.1299964120370372,0.1696248314169012,98.95833333333334,-96.97695144806737,64.49444444444445
baseline,44,DQN,2026-05-19,288,1.1756799768518522,0.21437057537996676,98.95833333333334,-114.11372570943023,64.49444444444445
baseline,44,DQN,2026-05-20,283,1.1205909722222223,0.1988254003461418,98.23321554770318,-104.91758829795793,64.49444444444445
baseline,44,DQN,2026-05-21,288,1.1326836805555556,0.17376082743193752,99.65277777777779,-98.01811830039786,64.49444444444445
baseline,44,DQN,2026-05-22,288,1.1407454861111113,0.21641122449699646,98.61111111111111,-111.65143265513471,64.49444444444445
baseline,44,DQN,2026-05-23,288,1.1716490740740741,0.24358313383843633,98.61111111111111,-122.35194254546948,64.49444444444445
baseline,44,DQN,2026-05-24,17,0.08464895833333334,1.8280925567195734,64.70588235294117,-36.752573464232746,64.49444444444445
baseline,45,PPO,2026-05-07,283,1.1716490740740741,0.21748567072549393,100.0,-113.94844481531463,64.49444444444445
baseline,45,PPO,2026-05-08,288,1.1420891203703705,0.5965457401152253,88.19444444444444,-227.25517315318473,64.49444444444445
baseline,45,PPO,2026-05-09,288,1.1461200231481483,0.37378690506755025,98.61111111111111,-157.47562865945432,64.49444444444445
baseline,45,PPO,2026-05-10,288,1.1380582175925924,0.43356167571813287,94.09722222222221,-176.5407626068221,64.49444444444445
baseline,45,PPO,2026-05-11,283,1.1394018518518518,0.18001248361903033,100.0,-100.34353286418549,64.49444444444445
baseline,45,PPO,2026-05-12,288,1.1420891203703705,0.5645869417369449,88.54166666666666,-217.85103922024,64.49444444444445
baseline,45,PPO,2026-05-13,288,1.1111855324074076,0.36240153690778587,100.0,-150.1466426294421,64.49444444444445
baseline,45,PPO,2026-05-14,288,1.1232782407407407,0.35993844631688293,98.26388888888889,-151.56227253926207,64.49444444444445
baseline,45,PPO,2026-05-15,283,1.119247337962963,0.20607300747030766,99.29328621908127,-106.24366111409695,64.49444444444445
baseline,45,PPO,2026-05-16,288,1.1313400462962964,0.5293739715039291,92.70833333333334,-204.30970379313126,64.49444444444445
baseline,45,PPO,2026-05-17,288,1.0856564814814815,0.3448657188667813,99.30555555555556,-143.12132703363287,64.49444444444445
baseline,45,PPO,2026-05-18,288,1.1044673611111113,0.2905963188376244,98.95833333333334,-129.44173982523563,64.49444444444445
baseline,45,PPO,2026-05-19,288,1.1273091435185185,0.227423711782796,98.95833333333334,-113.37302899344506,64.49444444444445
baseline,45,PPO,2026-05-20,283,1.103123726851852,0.42804798700060487,97.87985865724382,-168.3625803211707,64.49444444444445
baseline,45,PPO,2026-05-21,288,1.0547528935185186,0.393949474546088,99.65277777777779,-154.18244866927319,64.49444444444445
baseline,45,PPO,2026-05-22,288,1.0883437500000002,0.2952035207006985,98.61111111111111,-129.46861396180103,64.49444444444445
baseline,45,PPO,2026-05-23,288,1.1165600694444446,0.2557068247302212,98.61111111111111,-120.71856552230346,64.49444444444445
baseline,45,PPO,2026-05-24,17,0.08330532407407408,1.8069444738089961,64.70588235294117,-36.26805605475293,64.49444444444445
baseline,45,DQN,2026-05-07,283,1.170305439814815,0.17605346944814865,100.0,-102.0981318538259,64.49444444444445
baseline,45,DQN,2026-05-08,288,1.08834375,0.20865634935723482,98.95833333333334,-104.34302861488342,64.49444444444445
baseline,45,DQN,2026-05-09,288,1.148807291666667,0.2046645540197806,100.0,-108.21839155769666,64.49444444444445
baseline,45,DQN,2026-05-10,288,1.124621875,0.205549723318661,99.65277777777779,-106.42332031577419,64.49444444444445
baseline,45,DQN,2026-05-11,283,1.1568690972222222,0.1916037281674715,100.0,-105.24885507139429,64.49444444444445
baseline,45,DQN,2026-05-12,288,1.0923746527777778,0.20219921948311903,98.95833333333334,-102.85837521113801,64.49444444444445
baseline,45,DQN,2026-05-13,288,1.1340273148148148,0.18215785393844447,100.0,-100.36146193427183,64.49444444444445
baseline,45,DQN,2026-05-14,288,1.1179037037037038,0.22579687000772422,98.95833333333334,-112.02949856222442,64.49444444444445
baseline,45,DQN,2026-05-15,283,1.1474636574074075,0.19769127307035708,99.29328621908127,-106.49663027891087,64.49444444444445
baseline,45,DQN,2026-05-16,288,1.1205909722222225,0.2792311637532628,97.91666666666666,-128.26857516093943,64.49444444444445
baseline,45,DQN,2026-05-17,288,1.1528381944444446,0.26022723981537993,99.30555555555556,-124.99544506682928,64.49444444444445
baseline,45,DQN,2026-05-18,288,1.119247337962963,0.23546504355787257,98.95833333333334,-114.93893254466714,64.49444444444445
baseline,45,DQN,2026-05-19,288,1.1541818287037038,0.22482221876819886,98.95833333333334,-115.12379900524111,64.49444444444445
baseline,45,DQN,2026-05-20,283,1.1071546296296297,0.24513425299721045,98.23321554770318,-116.77299359821039,64.49444444444445
baseline,45,DQN,2026-05-21,288,1.1219346064814815,0.21827975422067253,99.65277777777779,-109.83956921555358,64.49444444444445
baseline,45,DQN,2026-05-22,288,1.1353709490740742,0.24001831563279138,98.61111111111111,-117.95027490224375,64.49444444444445
baseline,45,DQN,2026-05-23,288,1.1609,0.2511044768813966,98.61111111111111,-123.51808934184203,64.49444444444445
baseline,45,DQN,2026-05-24,17,0.08464895833333334,1.7841991043033139,64.70588235294117,-36.006384773156334,64.49444444444445
baseline,46,PPO,2026-05-07,283,1.1353709490740742,0.23873608808904986,100.0,-116.58731292920089,64.49444444444445
baseline,46,PPO,2026-05-08,288,1.0641583333333333,0.24134082689015735,98.95833333333334,-111.50615814436513,64.49444444444445
baseline,46,PPO,2026-05-09,288,1.1031237268518521,0.23115868093246972,100.0,-111.59870010855104,64.49444444444445
baseline,46,PPO,2026-05-10,288,1.0843128472222223,0.1982462757110712,99.65277777777779,-100.56992740478825,64.49444444444445
baseline,46,PPO,2026-05-11,283,1.1273091435185185,0.2140604707669177,100.0,-108.8541132270376,64.49444444444445
baseline,46,PPO,2026-05-12,288,1.081625578703704,0.21409354298257627,98.95833333333334,-105.28394037898188,64.49444444444445
baseline,46,PPO,2026-05-13,288,1.1058109953703705,0.20049871188782312,100.0,-103.01862902369294,64.49444444444445
baseline,46,PPO,2026-05-14,288,1.0896873842592596,0.2039775186179397,98.95833333333334,-103.12052536196644,64.49444444444445
baseline,46,PPO,2026-05-15,283,1.1111855324074076,0.26108575233775555,99.29328621908127,-121.06226791158468,64.49444444444445
baseline,46,PPO,2026-05-16,288,1.0896873842592596,0.30753307043204337,97.91666666666666,-133.54452428442823,64.49444444444445
baseline,46,PPO,2026-05-17,288,1.0923746527777778,0.251389353917139,99.30555555555556,-116.82513392813593,64.49444444444445
baseline,46,PPO,2026-05-18,288,1.0977491898148148,0.19204876243021257,98.95833333333334,-100.435043579901,64.49444444444445
baseline,46,PPO,2026-05-19,288,1.124621875,0.2413269427433741,98.95833333333334,-117.12715951009153,64.49444444444445
baseline,46,PPO,2026-05-20,283,1.093718287037037,0.257132079833746,98.23321554770318,-118.9183785929498,64.49444444444445
baseline,46,PPO,2026-05-21,288,1.08834375,0.22278752234961066,99.65277777777779,-108.01280643668777,64.49444444444445
baseline,46,PPO,2026-05-22,288,1.0923746527777778,0.23579361420179573,98.61111111111111,-112.73356089011693,64.49444444444445
baseline,46,PPO,2026-05-23,288,1.113872800925926,0.30086400844297556,98.61111111111111,-133.47383443157682,64.49444444444445
baseline,46,PPO,2026-05-24,17,0.08061805555555555,1.8554546420809968,64.70588235294117,-36.84272891537693,64.49444444444445
baseline,46,DQN,2026-05-07,283,1.1729927083333334,0.1956710703827532,100.0,-107.899912918319,64.49444444444445
baseline,46,DQN,2026-05-08,288,1.1179037037037038,0.258257035434716,98.95833333333334,-121.37802620519798,64.49444444444445
baseline,46,DQN,2026-05-09,288,1.1689618055555557,0.2814225624108187,100.0,-132.1996979743156,64.49444444444445
baseline,46,DQN,2026-05-10,288,1.1568690972222222,0.4657018634871874,99.65277777777779,-184.34713668430976,64.49444444444445
baseline,46,DQN,2026-05-11,283,1.1797108796296298,0.34059045465395754,100.0,-149.53709866706967,64.49444444444445
baseline,46,DQN,2026-05-12,288,1.1273091435185185,0.2289414317171788,98.95833333333334,-113.81013233454736,64.49444444444445
baseline,46,DQN,2026-05-13,288,1.150150925925926,0.2020546988350416,100.0,-107.59175326449179,64.49444444444445
baseline,46,DQN,2026-05-14,288,1.1299964120370372,0.2694919853251243,98.95833333333334,-125.73869177363562,64.49444444444445
baseline,46,DQN,2026-05-15,283,1.1568690972222222,0.23375077217143303,99.29328621908127,-117.57646852451533,64.49444444444445
baseline,46,DQN,2026-05-16,288,1.150150925925926,0.38249550561483286,97.91666666666666,-160.75870561707146,64.49444444444445
baseline,46,DQN,2026-05-17,288,1.166274537037037,0.37393601286076694,99.30555555555556,-158.99357170390076,64.49444444444445
baseline,46,DQN,2026-05-18,288,1.1461200231481483,0.3621346265605017,98.95833333333334,-153.91977244942407,64.49444444444445
baseline,46,DQN,2026-05-19,288,1.1743363425925928,0.2810075028927755,98.95833333333334,-133.18016083311903,64.49444444444445
baseline,46,DQN,2026-05-20,283,1.1286527777777777,0.2363853792482395,98.23321554770318,-116.29706232725148,64.49444444444445
baseline,46,DQN,2026-05-21,288,1.1299964120370372,0.1927599070166248,99.65277777777779,-103.23985322078786,64.49444444444445
baseline,46,DQN,2026-05-22,288,1.1420891203703705,0.3424380680433359,98.61111111111111,-148.07216359648058,64.49444444444445
baseline,46,DQN,2026-05-23,288,1.1689618055555557,0.3225050389891835,98.61111111111111,-144.83145122888462,64.49444444444445
baseline,46,DQN,2026-05-24,17,0.08464895833333334,1.8219684859503726,64.70588235294117,-36.648464261156334,64.49444444444445
reward_alpha_0p5,42,PPO,2026-05-07,283,1.166274537037037,0.1307466077465944,100.0,-70.40064499614311,64.49444444444445
reward_alpha_0p5,42,PPO,2026-05-08,288,1.0775946759259258,0.16892734514702148,98.95833333333334,-67.5755377011711,64.49444444444445
reward_alpha_0p5,42,PPO,2026-05-09,288,1.1205909722222223,0.1449885966192248,100.0,-67.52835791316835,64.49444444444445
reward_alpha_0p5,42,PPO,2026-05-10,288,1.093718287037037,0.1696652876997241,99.65277777777779,-68.78180142876025,64.49444444444445
reward_alpha_0p5,42,PPO,2026-05-11,283,1.155525462962963,0.1558507039024708,100.0,-72.95287460219959,64.49444444444445
reward_alpha_0p5,42,PPO,2026-05-12,288,1.093718287037037,0.19086886724385932,98.95833333333334,-72.23511688311575,64.49444444444445
reward_alpha_0p5,42,PPO,2026-05-13,288,1.1205909722222223,0.15829441308863254,100.0,-69.44439548476308,64.49444444444445
reward_alpha_0p5,42,PPO,2026-05-14,288,1.0964055555555556,0.18862468193786308,98.95833333333334,-72.16195419905226,64.49444444444445
reward_alpha_0p5,42,PPO,2026-05-15,283,1.1447763888888889,0.1554960680784139,99.29328621908127,-72.30269363309557,64.49444444444445
reward_alpha_0p5,42,PPO,2026-05-16,288,1.103123726851852,0.23304489401351297,97.91666666666666,-79.78346473794582,64.49444444444445
reward_alpha_0p5,42,PPO,2026-05-17,288,1.113872800925926,0.16112748996604664,99.30555555555556,-69.62735855511069,64.49444444444445
reward_alpha_0p5,42,PPO,2026-05-18,288,1.1071546296296297,0.1973118794008369,98.95833333333334,-74.41291063372046,64.49444444444445
reward_alpha_0p5,42,PPO,2026-05-19,288,1.1528381944444446,0.18710856442348747,98.95833333333334,-77.19363327698221,64.49444444444445
reward_alpha_0p5,42,PPO,2026-05-20,283,1.1058109953703705,0.20687077047353153,98.23321554770318,-76.54721402200465,64.49444444444445
reward_alpha_0p5,42,PPO,2026-05-21,288,1.1071546296296297,0.1594678294252615,99.65277777777779,-68.56336743723766,64.49444444444445
reward_alpha_0p5,42,PPO,2026-05-22,288,1.1058109953703705,0.20068408689981826,98.61111111111111,-74.97350851357376,64.49444444444445
reward_alpha_0p5,42,PPO,2026-05-23,288,1.1367145833333334,0.1981915228855239,98.61111111111111,-77.48957929551545,64.49444444444445
reward_alpha_0p5,42,PPO,2026-05-24,17,0.08464895833333334,1.7811252456607496,64.70588235294117,-20.81456458811637,64.49444444444445
reward_alpha_0p5,42,DQN,2026-05-07,283,1.166274537037037,0.18661552561539863,100.0,-78.30609687457883,64.49444444444445
reward_alpha_0p5,42,DQN,2026-05-08,288,1.0775946759259258,0.22196132169727228,98.95833333333334,-75.21243032440712,64.49444444444445
reward_alpha_0p5,42,DQN,2026-05-09,288,1.1299964120370372,0.1935186791086735,100.0,-75.39168979164899,64.49444444444445
reward_alpha_0p5,42,DQN,2026-05-10,288,1.1165600694444444,0.20720410931348976,99.65277777777779,-76.31239174114246,64.49444444444445
reward_alpha_0p5,42,DQN,2026-05-11,283,1.181054513888889,0.23911339990357713,100.0,-87.10954608635615,64.49444444444445
reward_alpha_0p5,42,DQN,2026-05-12,288,1.0964055555555556,0.21600559363179406,98.95833333333334,-76.10480548297832,64.49444444444445
reward_alpha_0p5,42,DQN,2026-05-13,288,1.1205909722222223,0.19516855846148248,100.0,-74.75427241845344,64.49444444444445
reward_alpha_0p5,42,DQN,2026-05-14,288,1.108498263888889,0.21016742232393074,98.95833333333334,-76.38910881464598,64.49444444444445
reward_alpha_0p5,42,DQN,2026-05-15,283,1.1474636574074075,0.19993446202700965,99.29328621908127,-78.8407263768219,64.49444444444445
reward_alpha_0p5,42,DQN,2026-05-16,288,1.1125291666666668,0.284698599671283,97.91666666666666,-88.09659835266473,64.49444444444445
reward_alpha_0p5,42,DQN,2026-05-17,288,1.1273091435185187,0.21505941518354663,99.30555555555556,-78.64355578643071,64.49444444444445
reward_alpha_0p5,42,DQN,2026-05-18,288,1.1407454861111113,0.2593893327899365,98.95833333333334,-86.47706392175084,64.49444444444445
reward_alpha_0p5,42,DQN,2026-05-19,288,1.1689618055555557,0.2399076854851113,98.95833333333334,-86.29670670985595,64.49444444444445
reward_alpha_0p5,42,DQN,2026-05-20,283,1.1071546296296297,0.24910268295116467,98.23321554770318,-82.64802963758972,64.49444444444445
reward_alpha_0p5,42,DQN,2026-05-21,288,1.104467361111111,0.2175328991057686,99.65277777777779,-76.67473747123069,64.49444444444445
reward_alpha_0p5,42,DQN,2026-05-22,288,1.119247337962963,0.22859886362028092,98.61111111111111,-80.24323636132038,64.49444444444445
reward_alpha_0p5,42,DQN,2026-05-23,288,1.150150925925926,0.23340913405537844,98.61111111111111,-83.81091530397454,64.49444444444445
reward_alpha_0p5,42,DQN,2026-05-24,17,0.08330532407407408,1.8100718508372202,64.70588235294117,-20.935610732116366,64.49444444444445
reward_alpha_0p5,43,PPO,2026-05-07,283,1.1635872685185187,0.16988640429463328,100.0,-75.68892620769057,64.49444444444445
reward_alpha_0p5,43,PPO,2026-05-08,288,1.0896873842592596,0.19119427776146425,98.95833333333334,-71.90697599765079,64.49444444444445
reward_alpha_0p5,43,PPO,2026-05-09,288,1.1340273148148148,0.16645396761815473,100.0,-71.86937133701421,64.49444444444445
reward_alpha_0p5,43,PPO,2026-05-10,288,1.1071546296296297,0.1831339458692749,99.65277777777779,-71.97128820517557,64.49444444444445
reward_alpha_0p5,43,PPO,2026-05-11,283,1.1461200231481483,0.16665399977316886,100.0,-73.60654096790333,64.49444444444445
reward_alpha_0p5,43,PPO,2026-05-12,288,1.103123726851852,0.18489441671910412,98.95833333333334,-72.24979600755096,64.49444444444445
reward_alpha_0p5,43,PPO,2026-05-13,288,1.1286527777777777,0.17472139052581068,100.0,-72.55988023571673,64.49444444444445
reward_alpha_0p5,43,PPO,2026-05-14,288,1.1071546296296297,0.2048938453469493,98.95833333333334,-75.50471372996067,64.49444444444445
reward_alpha_0p5,43,PPO,2026-05-15,283,1.1407454861111113,0.1903310540480906,99.29328621908127,-76.85684414780485,64.49444444444445
reward_alpha_0p5,43,PPO,2026-05-16,288,1.1179037037037038,0.2468499196256426,97.91666666666666,-83.1463884260924,64.49444444444445
reward_alpha_0p5,43,PPO,2026-05-17,288,1.1286527777777777,0.19776548806834424,99.30555555555556,-76.27823028184156,64.49444444444445
reward_alpha_0p5,43,PPO,2026-05-18,288,1.1071546296296297,0.1974733658014888,98.95833333333334,-74.43616467541439,64.49444444444445
reward_alpha_0p5,43,PPO,2026-05-19,288,1.1474636574074075,0.20171028930651438,98.95833333333334,-78.79628166013804,64.49444444444445
reward_alpha_0p5,43,PPO,2026-05-20,283,1.1111855324074076,0.21924639056648848,98.23321554770318,-78.79836426515809,64.49444444444445
reward_alpha_0p5,43,PPO,2026-05-21,288,1.1179037037037038,0.19024307008808805,99.65277777777779,-73.99500209268464,64.49444444444445
reward_alpha_0p5,43,PPO,2026-05-22,288,1.113872800925926,0.2229849062045187,98.61111111111111,-78.93482649345069,64.49444444444445
reward_alpha_0p5,43,PPO,2026-05-23,288,1.1447763888888889,0.22731725157770066,98.61111111111111,-82.43368422718889,64.49444444444445
reward_alpha_0p5,43,PPO,2026-05-24,17,0.08330532407407408,1.8100718508372202,64.70588235294117,-20.935610732116366,64.49444444444445
reward_alpha_0p5,43,DQN,2026-05-07,283,1.1622436342592593,0.29689527021184065,100.0,-93.53568073497543,64.49444444444445
reward_alpha_0p5,43,DQN,2026-05-08,288,1.099092824074074,0.27708431251639765,98.95833333333334,-85.15014100236122,64.49444444444445
reward_alpha_0p5,43,DQN,2026-05-09,288,1.1394018518518518,0.2593409709107637,100.0,-85.7450998111499,64.49444444444445
reward_alpha_0p5,43,DQN,2026-05-10,288,1.1098418981481482,0.3155596671861292,99.65277777777779,-91.29059207480253,64.49444444444445
reward_alpha_0p5,43,DQN,2026-05-11,283,1.155525462962963,0.29666138949509885,100.0,-92.87758661355652,64.49444444444445
reward_alpha_0p5,43,DQN,2026-05-12,288,1.1125291666666668,0.2787287993787262,98.95833333333334,-86.63694711053648,64.49444444444445
reward_alpha_0p5,43,DQN,2026-05-13,288,1.1394018518518518,0.2795039948478732,100.0,-88.64857525809376,64.49444444444445
reward_alpha_0p5,43,DQN,2026-05-14,288,1.1084982638888892,0.32273267585822607,98.95833333333334,-92.59850532358458,64.49444444444445
reward_alpha_0p5,43,DQN,2026-05-15,283,1.148807291666667,0.32243211378790587,99.29328621908127,-96.29914410098867,64.49444444444445
reward_alpha_0p5,43,DQN,2026-05-16,288,1.1165600694444446,0.3267109507423807,97.91666666666666,-94.52137690690272,64.49444444444445
reward_alpha_0p5,43,DQN,2026-05-17,288,1.1353709490740742,0.29460408660592585,99.30555555555556,-90.84798847125332,64.49444444444445
reward_alpha_0p5,43,DQN,2026-05-18,288,1.1165600694444446,0.3095709434062935,98.95833333333334,-91.45321585050627,64.49444444444445
reward_alpha_0p5,43,DQN,2026-05-19,288,1.154181828703704,0.32777182253681897,98.95833333333334,-97.57414244530196,64.49444444444445
reward_alpha_0p5,43,DQN,2026-05-20,283,1.1165600694444442,0.3052129542749302,98.23321554770318,-91.46263302990258,64.49444444444445
reward_alpha_0p5,43,DQN,2026-05-21,288,1.1205909722222225,0.2720257562419364,99.65277777777779,-86.02170889883882,64.49444444444445
reward_alpha_0p5,43,DQN,2026-05-22,288,1.1152164351851852,0.3300710988718757,98.61111111111111,-94.48023823755004,64.49444444444445
reward_alpha_0p5,43,DQN,2026-05-23,288,1.1488072916666667,0.3344046583149669,98.61111111111111,-98.22927079735518,64.49444444444445
reward_alpha_0p5,43,DQN,2026-05-24,17,0.08330532407407408,1.8530717567195734,64.70588235294117,-21.301109932116372,64.49444444444445
