scenario,algorithm,metric,n_seeds,mean,sd,ci95_low,ci95_high
reward_bonus_0p0,DQN,mean_daily_episode_return,5,-171.19971443002802,14.894576066701369,-189.69377330055855,-152.7056555594975
reward_bonus_0p0,DQN,population_sd_daily_episode_return,5,34.64884454022641,5.453591044100982,27.877316879839746,41.42037220061308
reward_bonus_0p0,DQN,eei_pct_points_per_kwh,5,5.102385973829813,0.03042136800170597,5.0646128564059865,5.14015909125364
reward_bonus_0p0,DQN,peak_simulated_power_w,5,64.49444444444445,0.0,64.49444444444445,64.49444444444445
reward_bonus_0p0,PPO,total_simulated_energy_kwh,5,18.928581990740742,0.24463665226293207,18.624825466984767,19.232338514496718
reward_bonus_0p0,PPO,mean_comfort_deviation_c,5,0.5263487517578948,0.2709531490951132,0.1899159813265559,0.8627815221892337
reward_bonus_0p0,PPO,comfort_rate_pct,5,96.85264663805435,2.8833340835558405,93.27251451170922,100.43277876439949
reward_bonus_0p0,PPO,mean_daily_episode_return,5,-240.90969124174325,73.78996974362326,-332.5320401009453,-149.2873423825412
reward_bonus_0p0,PPO,population_sd_daily_episode_return,5,58.42709627616303,20.78717002179805,32.61641563555584,84.23777691677022
reward_bonus_0p0,PPO,eei_pct_points_per_kwh,5,5.117907406620915,0.18442315252694788,4.888915817692963,5.346898995548868
reward_bonus_0p0,PPO,peak_simulated_power_w,5,64.49444444444445,0.0,64.49444444444445,64.49444444444445
